IDENTIFIERS,,,,,CORE TRAIT INFORMATION,,,,,,,,,,,,,,,,,,,,,DATA PROVENANCE,,,,,,,,,,,,,,
obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,life_stage,sex,n_indiv,no_groups,n_measurements_sampled,rate_name,rate_value,rate_min,rate_max,data_type,rate_unit,rate_error,rate_error_type,temp_C,body_length_mm,BM_wet,BM_dry,BM_C,weight_unit,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,locality,lat,lon,source,sourceNotes,verbatimComments,comments
31,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.536,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.00115,0.000253,9.03e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
32,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,2.14,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.00115,0.000253,9.03e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
33,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.357,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.00115,0.000253,9.03e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
34,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,2.14,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.00115,0.000253,9.03e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
35,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.279,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000205,4.5e-05,1.61e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
36,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.15,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000205,4.5e-05,1.61e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
37,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.4,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000205,4.5e-05,1.61e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
38,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,3.34,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000205,4.5e-05,1.61e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
39,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.911,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000205,4.5e-05,1.61e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
40,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.48,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000205,4.5e-05,1.61e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
41,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.915,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000205,4.5e-05,1.61e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
42,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.77,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.00117,0.000257,9.17e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
43,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.955,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.00117,0.000257,9.17e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
44,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.33,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.00117,0.000257,9.17e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
45,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.16,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.00117,0.000257,9.17e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
46,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.814,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.00117,0.000257,9.17e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
47,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.0939,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
48,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.06,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
49,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,2.15,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
50,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,3.05,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
51,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.47,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
52,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.312,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
53,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.726,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
54,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.456,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
55,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.42,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
56,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.84,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
57,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.744,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
58,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.23,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
59,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.957,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
60,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.17,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
61,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,1.38,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
62,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,0.358,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000227,5e-05,1.79e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
63,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,4.82,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000941,0.000207,7.39e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
64,Atkinson2002,https://doi.org/10.4319/lo.2002.47.4.0953,Acuna2011,https://doi.org/10.1594/PANGAEA.832240,Euphausia superba,Unkown,Unkown,NA,NA,NA,ClearanceRate,2.19,NA,NA,Replicate,l/ind/day,NA,NA,1.5,NA,0.000941,0.000207,7.39e-05,kg,Calculated,NA,50,100,Mixed species,NA,NA,In situ bottle incubation,Varying food groups,Lazarev Sea,-69.716667,-4.633333,Pangaea,Downloaded tab-delimited dataset from Pangaea and extracted data from csv. Verified carbon weight units and values from secondary reference supp matterials,Carbon to DW conversion factors from Meyer et al. (2002) WW to dry weigth conversion factor from Ikeda and Bruce (1986).,Extracted from Acuna2011 and verified with supplementary materials
