ref_no,assocTemperature,traitValue,traitName,traitUnit,scientificName,primaryReference,primaryReferenceDOI,secondaryReference,secondaryReferenceDOI,sizeAssocName,sizeAssocValue,sizeAssocUnit
Pata_26560,22,0.0029,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1138,mg
Pata_26561,22,0.0053,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0988,mg
Pata_26562,22,0.0011,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.061,mg
Pata_26563,22,0.0019,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0874,mg
Pata_26564,22,0.0058,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0866,mg
Pata_26565,22,0.0042,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1005,mg
Pata_26566,22,0.0075,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1298,mg
Pata_26567,22,0.0052,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.103,mg
Pata_26568,22,0.0127,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1242,mg
Pata_26569,22,0.0045,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1,mg
Pata_26570,22,0.0063,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0858,mg
Pata_26571,22,0.0035,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1202,mg
Pata_26572,22,0.0025,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1494,mg
Pata_26573,24,0.0132,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1002,mg
Pata_26574,24,0.0286,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.109,mg
Pata_26575,24,0.0225,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0908,mg
Pata_26576,24,0.023,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1007,mg
Pata_26577,24,0.014,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0983,mg
Pata_26578,24,0.022,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1064,mg
Pata_26579,22,0.0037,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.077,mg
Pata_26580,24,0.0214,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1104,mg
Pata_26581,24,0.021,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1135,mg
Pata_26582,22,7e-4,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.141,mg
Pata_26583,22,0.007,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1007,mg
Pata_26584,22,0.0018,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0715,mg
Pata_26585,22,0.0046,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1086,mg
Pata_26586,30,0.0025,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0752,mg
Pata_26587,22,0.0056,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1453,mg
Pata_26588,22,0.0082,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1017,mg
Pata_26589,22,0.0062,excretionRateN,ug N-NH4+ h^-1,Subeucalanus subcrassus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0709,mg
Pata_26590,20,0.121,excretionRateN,ug N-NH4+ h^-1,Euchaeta acuta,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.51,mg
Pata_26591,27.4,0.084,excretionRateN,ug N-NH4+ h^-1,Paraeuchaeta flava,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.174,mg
Pata_26592,24,0.057,excretionRateN,ug N-NH4+ h^-1,Euchaeta marina,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.268,mg
Pata_26593,24,0.063,excretionRateN,ug N-NH4+ h^-1,Euchaeta marina,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.323,mg
Pata_26594,24,0.067,excretionRateN,ug N-NH4+ h^-1,Euchaeta marina,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.286,mg
Pata_26595,28.5,0.131,excretionRateN,ug N-NH4+ h^-1,Euchaeta marina,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.22,mg
Pata_26596,20,0.073,excretionRateN,ug N-NH4+ h^-1,Euchaeta marina,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,NA,mg
Pata_26597,28.5,0.187,excretionRateN,ug N-NH4+ h^-1,Euchaeta spinosa,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.62,mg
Pata_26598,28.5,0.417,excretionRateN,ug N-NH4+ h^-1,Euchaeta spinosa,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.43,mg
Pata_26599,20,0.085,excretionRateN,ug N-NH4+ h^-1,Euchaeta spinosa,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.47,mg
Pata_26600,28.5,0.248,excretionRateN,ug N-NH4+ h^-1,Euchirella bitumida,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.82,mg
Pata_26601,28.5,0.626,excretionRateN,ug N-NH4+ h^-1,Euchirella bitumida,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.89,mg
Pata_26602,20,0.06,excretionRateN,ug N-NH4+ h^-1,Euchirella truncata,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.29,mg
Pata_26603,4,0.03081474,excretionRateN,ug N-NH4+ h^-1,Euchirella rostrata,Ikeda1981,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.909,mg
Pata_26604,28.5,0.296,excretionRateN,ug N-NH4+ h^-1,Euchirella,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.16,mg
Pata_26605,20,0.124,excretionRateN,ug N-NH4+ h^-1,Euchirella,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.41,mg
Pata_26606,5.5,0.12,excretionRateN,ug N-NH4+ h^-1,Gaussia princeps,Saito2000c,NA,Hebert2016,10.1890/15-1275.1,dryWeight,7,mg
Pata_26608,28.5,0.13,excretionRateN,ug N-NH4+ h^-1,Labidocera acuta,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.223,mg
Pata_26609,28.5,0.16,excretionRateN,ug N-NH4+ h^-1,Labidocera acuta,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.24,mg
Pata_26610,26.4,0.078,excretionRateN,ug N-NH4+ h^-1,Labidocera nerii,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.214,mg
Pata_26611,26.4,0.2,excretionRateN,ug N-NH4+ h^-1,Labidocera nerii,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.228,mg
Pata_26612,22,0.039,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.361,mg
Pata_26613,24,0.164,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.2429,mg
Pata_26614,22,0.037,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.282,mg
Pata_26615,24,0.174,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.2351,mg
Pata_26616,28.5,0.0034,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.035,mg
Pata_26617,28.5,0.0031,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0209,mg
Pata_26618,28.5,0.0028,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0312,mg
Pata_26619,28.5,0.0035,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0183,mg
Pata_26620,28.5,0.0021,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0247,mg
Pata_26621,22,0.001,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0796,mg
Pata_26622,28.5,0.0025,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.024,mg
Pata_26623,28.5,0.0018,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0187,mg
Pata_26624,22,0.056,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.325,mg
Pata_26625,28.5,0.0014,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0163,mg
Pata_26626,28.5,0.0022,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.022,mg
Pata_26627,28.5,0.0016,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.014,mg
Pata_26628,22,0.064,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.274,mg
Pata_26629,22,0.0091,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1524,mg
Pata_26630,22,0.0125,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1648,mg
Pata_26631,22,6e-4,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.204,mg
Pata_26632,22,0.032,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.2469,mg
Pata_26633,24,0.148,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.2135,mg
Pata_26634,24,0.185,excretionRateN,ug N-NH4+ h^-1,Labidocera,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.2301,mg
Pata_26635,-1.4,0.0354,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.276,mg
Pata_26636,-1.4,0.0294,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.259,mg
Pata_26637,-1.4,0.0308,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.261,mg
Pata_26638,-1.4,0.0317,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.259,mg
Pata_26639,-1.4,0.0318,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.265,mg
Pata_26640,-1.4,0.0306,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.297,mg
Pata_26641,-1.4,0.0296,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.259,mg
Pata_26642,-1.4,0.0304,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.247,mg
Pata_26643,-1,0.0194,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.21,mg
Pata_26644,-1,0.0167,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.212,mg
Pata_26645,-1,0.0183,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.222,mg
Pata_26646,-1,0.0138,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.227,mg
Pata_26647,-1,0.0182,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.219,mg
Pata_26648,-1,0.0203,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.216,mg
Pata_26649,-1,0.0175,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.192,mg
Pata_26650,-1,0.01974,excretionRateN,ug N-NH4+ h^-1,Metridia gerlachei,Whittaker1961,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.21,mg
Pata_26651,0.1,0.024,excretionRateN,ug N-NH4+ h^-1,Metridia longa,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.361,mg
Pata_26652,0.1,0.022,excretionRateN,ug N-NH4+ h^-1,Metridia longa,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.365,mg
Pata_26653,0.1,0.021,excretionRateN,ug N-NH4+ h^-1,Metridia longa,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.341,mg
Pata_26654,0.1,0.025,excretionRateN,ug N-NH4+ h^-1,Metridia longa,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.345,mg
Pata_26655,6.9,0.0039,excretionRateN,ug N-NH4+ h^-1,Metridia pacifica,NA,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0304,mg
Pata_26656,5,0.021,excretionRateN,ug N-NH4+ h^-1,Metridia pacifica,Hessen1990; James1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.171,mg
Pata_26657,9.4,0.0061,excretionRateN,ug N-NH4+ h^-1,Metridia pacifica,NA,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.16,mg
Pata_26658,9.1,0.017,excretionRateN,ug N-NH4+ h^-1,Metridia pacifica,NA,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.188,mg
Pata_26659,9.1,0.019,excretionRateN,ug N-NH4+ h^-1,Metridia pacifica,NA,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.187,mg
Pata_26660,13,0.037,excretionRateN,ug N-NH4+ h^-1,Metridia pacifica,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0964,mg
Pata_26661,13,0.017,excretionRateN,ug N-NH4+ h^-1,Metridia pacifica,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0968,mg
Pata_26662,13,0.031,excretionRateN,ug N-NH4+ h^-1,Metridia pacifica,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0982,mg
Pata_26663,13,0.013,excretionRateN,ug N-NH4+ h^-1,Metridia pacifica,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0905,mg
Pata_26664,13,0.025,excretionRateN,ug N-NH4+ h^-1,Metridia pacifica,Walve1999,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0848,mg
Pata_26665,26.9,0.02,excretionRateN,ug N-NH4+ h^-1,Nannocalanus minor,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0381,mg
Pata_26666,26.9,0.023,excretionRateN,ug N-NH4+ h^-1,Nannocalanus minor,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0412,mg
Pata_26667,26.9,0.019,excretionRateN,ug N-NH4+ h^-1,Nannocalanus minor,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0409,mg
Pata_26668,19.7,0.094,excretionRateN,ug N-NH4+ h^-1,Neocalanus gracilis,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.5,mg
Pata_26669,19.7,0.11,excretionRateN,ug N-NH4+ h^-1,Neocalanus gracilis,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.5,mg
Pata_26670,27.8,0.1,excretionRateN,ug N-NH4+ h^-1,Neocalanus gracilis,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.195,mg
Pata_26671,14.2,0.057,excretionRateN,ug N-NH4+ h^-1,Neocalanus plumchrus,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.314,mg
Pata_26672,14.2,0.035,excretionRateN,ug N-NH4+ h^-1,Neocalanus plumchrus,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.328,mg
Pata_26673,15.9,0.074,excretionRateN,ug N-NH4+ h^-1,Neocalanus plumchrus,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.258,mg
Pata_26674,15.9,0.099,excretionRateN,ug N-NH4+ h^-1,Neocalanus plumchrus,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.276,mg
Pata_26675,26.7,0.037,excretionRateN,ug N-NH4+ h^-1,Neocalanus robustior,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.217,mg
Pata_26676,20,0.017,excretionRateN,ug N-NH4+ h^-1,Oncaea venusta,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.02,mg
Pata_26677,22,0.0024,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.044,mg
Pata_26678,22,0.0028,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0416,mg
Pata_26679,22,0.0025,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0316,mg
Pata_26680,22,0.0035,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0364,mg
Pata_26681,22,0.0039,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0337,mg
Pata_26682,22,0.0014,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0354,mg
Pata_26683,22,0.0011,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0333,mg
Pata_26684,22,0.002,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0337,mg
Pata_26685,22,0.0037,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0392,mg
Pata_26686,22,0.001,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0355,mg
Pata_26687,22,0.0017,excretionRateN,ug N-NH4+ h^-1,Paracalanus parvus parvus,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0345,mg
Pata_26688,20,0.172,excretionRateN,ug N-NH4+ h^-1,Pleuromamma abdominalis abdominalis,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.35,mg
Pata_26689,27.8,0.03,excretionRateN,ug N-NH4+ h^-1,Pleuromamma robusta robusta,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0494,mg
Pata_26690,4,0.06162948,excretionRateN,ug N-NH4+ h^-1,Pleuromamma robusta robusta,Ikeda1981,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.362,mg
Pata_26691,23.5,0.2,excretionRateN,ug N-NH4+ h^-1,Pleuromamma xiphias,Lee1971,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.55,mg
Pata_26692,28.5,0.523,excretionRateN,ug N-NH4+ h^-1,Pleuromamma xiphias,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.2,mg
Pata_26693,28.5,0.69,excretionRateN,ug N-NH4+ h^-1,Pontella atlantica,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,2.72,mg
Pata_26694,26.4,0.19,excretionRateN,ug N-NH4+ h^-1,Pontella danae,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.818,mg
Pata_26695,28.5,0.159,excretionRateN,ug N-NH4+ h^-1,Pontella fera,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.15,mg
Pata_26696,20,0.056,excretionRateN,ug N-NH4+ h^-1,Pontella fera,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,NA,mg
Pata_26697,28.5,0.347,excretionRateN,ug N-NH4+ h^-1,Pontella,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0312,mg
Pata_26698,28.5,0.462,excretionRateN,ug N-NH4+ h^-1,Pontella,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.53,mg
Pata_26699,6.8,0.0025,excretionRateN,ug N-NH4+ h^-1,Pseudocalanus elongatus,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0135,mg
Pata_26700,6.8,0.0029,excretionRateN,ug N-NH4+ h^-1,Pseudocalanus elongatus,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0133,mg
Pata_26701,12.2,0.0014,excretionRateN,ug N-NH4+ h^-1,Pseudocalanus elongatus,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0081,mg
Pata_26702,-1.7,0.12,excretionRateN,ug N-NH4+ h^-1,Rhincalanus gigas,Wen1996,NA,Hebert2016,10.1890/15-1275.1,dryWeight,1.25,mg
Pata_26703,-1.7,0.184,excretionRateN,ug N-NH4+ h^-1,Rhincalanus gigas,Wen1996,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.9,mg
Pata_26704,-1.7,0.035,excretionRateN,ug N-NH4+ h^-1,Rhincalanus gigas,Wen1996,NA,Hebert2016,10.1890/15-1275.1,dryWeight,1.09,mg
Pata_26705,4,0.01680804,excretionRateN,ug N-NH4+ h^-1,Rhincalanus nasutus,Ikeda1981,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.1,mg
Pata_26706,28.5,0.099,excretionRateN,ug N-NH4+ h^-1,Scolecithrix bradyi,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.13,mg
Pata_26707,20,0.054,excretionRateN,ug N-NH4+ h^-1,Scolecithrix bradyi,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,NA,mg
Pata_26708,28.5,0.02,excretionRateN,ug N-NH4+ h^-1,Temora discaudata,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.034,mg
Pata_26709,20,0.01,excretionRateN,ug N-NH4+ h^-1,Temora discaudata,Ikeda2006,NA,Hebert2016,10.1890/15-1275.1,dryWeight,NA,mg
Pata_26710,22,1e-4,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0161,mg
Pata_26711,22,7e-4,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0138,mg
Pata_26712,22,6e-4,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.013,mg
Pata_26713,22,3e-4,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0162,mg
Pata_26714,22,0.0016,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0107,mg
Pata_26715,22,8e-4,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.016,mg
Pata_26716,22,0.0011,excretionRateN,ug N-NH4+ h^-1,Temora turbinata,Hessen1991,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0212,mg
Pata_26717,7,0.0053,excretionRateN,ug N-NH4+ h^-1,Tortanus (Boreotortanus) discaudatus,Hessen1990,NA,Hebert2016,10.1890/15-1275.1,dryWeight,0.0449,mg
