ref_no,obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,class,life_stage,sex,BM_C,weight_unit,locality,lat,lon,source,rate_value,rate_unit,n_indiv,no_groups,n_measurements_sampled,rate_name,data_type,rate_error,rate_error_type,temp_C,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,sourceNotes,verbatimComments,comments
Pata_excl_1779,3,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.01014747,mg,NA,NA,NA,literature,0.012942258569674542,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1782,4,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.013230553,mg,NA,NA,NA,literature,0.009166436,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1785,5,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.015253871,mg,NA,NA,NA,literature,0.002692275,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1788,6,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.015958984,mg,NA,NA,NA,literature,0.00107344,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1791,7,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.003533294,mg,NA,NA,NA,literature,0.001613112,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1794,8,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.003680701,mg,NA,NA,NA,literature,0.001792944,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1797,9,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.004152961,mg,NA,NA,NA,literature,0.008266936,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1800,10,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.005020845,mg,NA,NA,NA,literature,0.007547771,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1803,11,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.005864098,mg,NA,NA,NA,literature,0.005389773,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1806,12,Deibel1982,NA,McConville2017,10.1093/plankt/fbw094,Thalia democratica,Thaliacea,NA,NA,0.00673171,mg,NA,NA,NA,literature,0.0061086,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1809,1,Olesen1994b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia aurita,Scyphozoa,NA,NA,0.01988,mg,NA,NA,NA,literature,0.010439691404128084,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Growth data from Table 3, carbon weights calculated as 1mg DW = 0.071 mg CW, incubated for 10 days, chose highest mu value, mass is for 4mm newly liberated aurelia",NA
Pata_excl_1812,2,Bamstedt1999b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia aurita,Scyphozoa,NA,NA,0.001236151,mg,NA,NA,NA,literature,0.009869318,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calculated dw from diameter following Olesen Frandsen, 1 mg DW = 0.0071 mg CW Schneider",NA
Pata_excl_1815,3,Bamstedt1999b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia aurita,Scyphozoa,NA,NA,0.001993107,mg,NA,NA,NA,literature,0.008460345,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1818,4,Bamstedt1999b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia aurita,Scyphozoa,NA,NA,0.003033773,mg,NA,NA,NA,literature,0.013223202651254208,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1821,5,Bamstedt1999b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia aurita,Scyphozoa,NA,NA,0.001768581,mg,NA,NA,NA,literature,0.010332801177967041,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1824,6,Bamstedt1999b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia aurita,Scyphozoa,NA,NA,0.004785007,mg,NA,NA,NA,literature,0.016355511,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1827,7,Bamstedt2001b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia aurita,Scyphozoa,NA,NA,0.001480707,mg,NA,NA,NA,literature,0.010579305295548708,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1830,8,Bamstedt2001b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia aurita,Scyphozoa,NA,NA,0.004653435,mg,NA,NA,NA,literature,0.016875656,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1833,9,Frandsen1997,NA,McConville2017,10.1093/plankt/fbw094,Aurelia aurita,Scyphozoa,NA,NA,0.038173988,mg,NA,NA,NA,literature,0.009916758,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used average C (% of DW) = 5.39% from Kiorboe Composition,NA
Pata_excl_1836,10,Frandsen1997,NA,McConville2017,10.1093/plankt/fbw094,Aurelia aurita,Scyphozoa,NA,NA,0.038401622,mg,NA,NA,NA,literature,0.008666496,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used average C (% of DW) = 5.39% from Kiorboe Composition,NA
Pata_excl_1839,1,Widmer2005b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia labiata,Scyphozoa,NA,NA,0.009784232,mg,NA,NA,NA,literature,0.002787952,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Converted using diameter to C (mg) in Olesen Purcell Stoecker,NA
Pata_excl_1842,2,Widmer2005b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia labiata,Scyphozoa,NA,NA,0.012238747,mg,NA,NA,NA,literature,0.004120303,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Converted using diameter to C (mg) in Olesen Purcell Stoecker,NA
Pata_excl_1845,3,Widmer2005b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia labiata,Scyphozoa,NA,NA,0.020657216,mg,NA,NA,NA,literature,0.007236123,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Converted using diameter to C (mg) in Olesen Purcell Stoecker,NA
Pata_excl_1848,4,Widmer2005b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia labiata,Scyphozoa,NA,NA,0.024825582,mg,NA,NA,NA,literature,0.00833023,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Converted using diameter to C (mg) in Olesen Purcell Stoecker,NA
Pata_excl_1851,5,Widmer2005b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia labiata,Scyphozoa,NA,NA,0.03294436,mg,NA,NA,NA,literature,0.010014428411076125,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Converted using diameter to C (mg) in Olesen Purcell Stoecker,NA
Pata_excl_1854,6,Widmer2005b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia labiata,Scyphozoa,NA,NA,0.026593551,mg,NA,NA,NA,literature,0.008739718,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Converted using diameter to C (mg) in Olesen Purcell Stoecker,NA
Pata_excl_1857,7,Widmer2005b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia labiata,Scyphozoa,NA,NA,0.020657216,mg,NA,NA,NA,literature,0.007236123,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Converted using diameter to C (mg) in Olesen Purcell Stoecker,NA
Pata_excl_1860,8,Widmer2005b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia labiata,Scyphozoa,NA,NA,0.010838413,mg,NA,NA,NA,literature,0.003397027,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Converted using diameter to C (mg) in Olesen Purcell Stoecker,NA
Pata_excl_1863,9,Widmer2005b,NA,McConville2017,10.1093/plankt/fbw094,Aurelia labiata,Scyphozoa,NA,NA,0.011688307,mg,NA,NA,NA,literature,0.003846386,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Converted using diameter to C (mg) in Olesen Purcell Stoecker,NA
Pata_excl_1866,1,Olesen1996b,NA,McConville2017,10.1093/plankt/fbw094,Chrysaora quinquecirrha,Scyphozoa,NA,NA,0.009319041,mg,NA,NA,NA,literature,0.030839276933290957,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maximum growth rate from figure 2, incubation was 4 d, c converted from diameter C = 0.000215 Diam ^2.903",NA
Pata_excl_1869,2,Larson1986b,10.1016/0022-0981(86)90231-5,McConville2017,10.1093/plankt/fbw094,Chrysaora quinquecirrha,Scyphozoa,NA,NA,2.389943547,mg,NA,NA,NA,literature,0.003883083,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1872,3,Larson1986b,10.1016/0022-0981(86)90231-5,McConville2017,10.1093/plankt/fbw094,Chrysaora quinquecirrha,Scyphozoa,NA,NA,6.391563994,mg,NA,NA,NA,literature,0.001594517,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1875,4,Larson1986b,10.1016/0022-0981(86)90231-5,McConville2017,10.1093/plankt/fbw094,Chrysaora quinquecirrha,Scyphozoa,NA,NA,10.64116925,mg,NA,NA,NA,literature,0.002131885,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1878,5,Larson1986b,10.1016/0022-0981(86)90231-5,McConville2017,10.1093/plankt/fbw094,Chrysaora quinquecirrha,Scyphozoa,NA,NA,14.99206946,mg,NA,NA,NA,literature,4.1999945008885e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1881,6,Larson1986b,10.1016/0022-0981(86)90231-5,McConville2017,10.1093/plankt/fbw094,Chrysaora quinquecirrha,Scyphozoa,NA,NA,17.17162613,mg,NA,NA,NA,literature,4.4093270258381665e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1884,7,Larson1986b,10.1016/0022-0981(86)90231-5,McConville2017,10.1093/plankt/fbw094,Chrysaora quinquecirrha,Scyphozoa,NA,NA,19.25023639,mg,NA,NA,NA,literature,1.9783496070090333e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1887,8,Larson1986b,10.1016/0022-0981(86)90231-5,McConville2017,10.1093/plankt/fbw094,Chrysaora quinquecirrha,Scyphozoa,NA,NA,20.20779804,mg,NA,NA,NA,literature,1.284382155603246e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1890,1,Kawahara2006,NA,McConville2017,10.1093/plankt/fbw094,Nemopilema nomurai,Scyphozoa,NA,NA,10.84509453,mg,NA,NA,NA,literature,0.003071711,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Used value from Pitt el a. 2013, c=0.55%WW, temperature varied 22-28C used mean",NA
Pata_excl_1893,2,Kawahara2006,NA,McConville2017,10.1093/plankt/fbw094,Nemopilema nomurai,Scyphozoa,NA,NA,21.69020109,mg,NA,NA,NA,literature,0.002179408,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1896,3,Kawahara2006,NA,McConville2017,10.1093/plankt/fbw094,Nemopilema nomurai,Scyphozoa,NA,NA,47.41067213,mg,NA,NA,NA,literature,0.003744734,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1899,4,Kawahara2006,NA,McConville2017,10.1093/plankt/fbw094,Nemopilema nomurai,Scyphozoa,NA,NA,109.9169917,mg,NA,NA,NA,literature,0.002625555,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1902,1,Larson1987b,NA,McConville2017,10.1093/plankt/fbw094,Pelagia noctiluca,Scyphozoa,NA,NA,0.19473445,mg,NA,NA,NA,literature,0.003527286,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1905,2,Larson1987b,NA,McConville2017,10.1093/plankt/fbw094,Pelagia noctiluca,Scyphozoa,NA,NA,0.280179179,mg,NA,NA,NA,literature,8.0357702468685e-4,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1908,3,Larson1987b,NA,McConville2017,10.1093/plankt/fbw094,Pelagia noctiluca,Scyphozoa,NA,NA,0.185185882,mg,NA,NA,NA,literature,0.003643998,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1911,4,Larson1987b,NA,McConville2017,10.1093/plankt/fbw094,Pelagia noctiluca,Scyphozoa,NA,NA,0.13275297,mg,NA,NA,NA,literature,0.004256416,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1914,5,Larson1987b,NA,McConville2017,10.1093/plankt/fbw094,Pelagia noctiluca,Scyphozoa,NA,NA,0.22081661,mg,NA,NA,NA,literature,0.001801233,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pata_excl_1917,6,Larson1987b,NA,McConville2017,10.1093/plankt/fbw094,Pelagia noctiluca,Scyphozoa,NA,NA,0.140048269,mg,NA,NA,NA,literature,0.002421317,mgC/hr,NA,NA,NA,GrowthRate,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
